idx,rel_path,in_path,out_path,orig_fs,used_fs,channel_idx,env_file,range_m,src_z,rcv_z,Npaths,power_db
154,train\ClassC\ferry\train_ClassC_ferry_id7_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id7_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id7_seg021.wav,16000,16000,81,env_068_winter_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.929
155,train\ClassC\ferry\train_ClassC_ferry_id8_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id8_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id8_seg022.wav,16000,16000,46,env_043_summer_shallow_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.836
156,train\ClassC\ferry\train_ClassC_ferry_id8_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id8_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id8_seg023.wav,16000,16000,62,env_047_summer_shallow_H1000_R10000_sand.arr,10000.00,100.00,10.00,1,0.000
157,train\ClassC\ferry\train_ClassC_ferry_id8_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id8_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id8_seg024.wav,16000,16000,4,env_004_munk_H50_R2000_mud.arr,2000.00,49.00,10.00,3,1.106
158,train\ClassC\ferry\train_ClassC_ferry_id8_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id8_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id8_seg025.wav,16000,16000,34,env_024_munk_H1000_R10000_mud.arr,10000.00,100.00,10.00,1,0.000
159,train\ClassC\ferry\train_ClassC_ferry_id8_seg026.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id8_seg026.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id8_seg026.wav,16000,16000,75,env_067_winter_shallow_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.831
160,train\ClassC\ferry\train_ClassC_ferry_id10_seg027.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg027.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg027.wav,16000,16000,53,env_044_summer_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.974
161,train\ClassC\ferry\train_ClassC_ferry_id10_seg028.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg028.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg028.wav,16000,16000,7,env_011_munk_H200_R2000_sand.arr,2000.00,100.00,10.00,2,1.356
162,train\ClassC\ferry\train_ClassC_ferry_id10_seg029.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg029.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg029.wav,16000,16000,7,env_011_munk_H200_R2000_sand.arr,2000.00,100.00,10.00,2,1.356
163,train\ClassC\ferry\train_ClassC_ferry_id10_seg030.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg030.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg030.wav,16000,16000,61,env_047_summer_shallow_H1000_R10000_sand.arr,10000.00,100.00,10.00,1,0.000
164,train\ClassC\ferry\train_ClassC_ferry_id10_seg031.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg031.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg031.wav,16000,16000,9,env_013_munk_H200_R5000_sand.arr,5000.00,100.00,10.00,1,0.000
165,train\ClassC\ferry\train_ClassC_ferry_id10_seg032.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg032.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg032.wav,16000,16000,100,env_084_deep_channel_H200_R2000_mud.arr,2000.00,100.00,10.00,2,1.576
166,train\ClassC\ferry\train_ClassC_ferry_id10_seg033.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg033.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg033.wav,16000,16000,10,env_014_munk_H200_R5000_mud.arr,5000.00,100.00,10.00,1,0.000
167,train\ClassC\ferry\train_ClassC_ferry_id10_seg034.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg034.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg034.wav,16000,16000,100,env_084_deep_channel_H200_R2000_mud.arr,2000.00,100.00,10.00,2,1.576
168,train\ClassC\ferry\train_ClassC_ferry_id10_seg035.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg035.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg035.wav,16000,16000,34,env_024_munk_H1000_R10000_mud.arr,10000.00,100.00,10.00,1,0.000
169,train\ClassC\ferry\train_ClassC_ferry_id11_seg036.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id11_seg036.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id11_seg036.wav,16000,16000,105,env_091_deep_channel_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,1.575
170,train\ClassC\ferry\train_ClassC_ferry_id11_seg037.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id11_seg037.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id11_seg037.wav,16000,16000,45,env_043_summer_shallow_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,1.533
171,train\ClassC\ferry\train_ClassC_ferry_id11_seg038.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id11_seg038.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id11_seg038.wav,16000,16000,95,env_079_deep_channel_H50_R10000_sand.arr,10000.00,49.00,10.00,1,0.000
172,train\ClassC\ferry\train_ClassC_ferry_id11_seg039.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id11_seg039.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id11_seg039.wav,16000,16000,45,env_043_summer_shallow_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,1.533
173,train\ClassC\ferry\train_ClassC_ferry_id12_seg040.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg040.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg040.wav,16000,16000,45,env_043_summer_shallow_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,1.533
174,train\ClassC\ferry\train_ClassC_ferry_id12_seg041.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg041.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg041.wav,16000,16000,27,env_022_munk_H1000_R5000_mud.arr,5000.00,100.00,10.00,1,0.000
175,train\ClassC\ferry\train_ClassC_ferry_id12_seg042.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg042.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg042.wav,16000,16000,49,env_043_summer_shallow_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.989
176,train\ClassC\ferry\train_ClassC_ferry_id12_seg043.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg043.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg043.wav,16000,16000,81,env_068_winter_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.929
177,train\ClassC\ferry\train_ClassC_ferry_id12_seg044.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg044.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg044.wav,16000,16000,53,env_044_summer_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.974
178,train\ClassC\ferry\train_ClassC_ferry_id12_seg045.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg045.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg045.wav,16000,16000,58,env_046_summer_shallow_H1000_R5000_mud.arr,5000.00,100.00,10.00,2,0.062
179,train\ClassC\ferry\train_ClassC_ferry_id12_seg046.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg046.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg046.wav,16000,16000,8,env_012_munk_H200_R2000_mud.arr,2000.00,100.00,10.00,2,1.356
180,train\ClassC\ferry\train_ClassC_ferry_id14_seg047.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id14_seg047.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id14_seg047.wav,16000,16000,16,env_019_munk_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.968
181,train\ClassC\ferry\train_ClassC_ferry_id14_seg048.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id14_seg048.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id14_seg048.wav,16000,16000,51,env_044_summer_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.836
182,train\ClassC\ferry\train_ClassC_ferry_id14_seg049.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id14_seg049.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id14_seg049.wav,16000,16000,15,env_019_munk_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.915
183,train\ClassC\ferry\train_ClassC_ferry_id17_seg050.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id17_seg050.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id17_seg050.wav,16000,16000,4,env_004_munk_H50_R2000_mud.arr,2000.00,49.00,10.00,3,1.106
184,train\ClassC\ferry\train_ClassC_ferry_id17_seg051.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id17_seg051.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id17_seg051.wav,16000,16000,122,env_094_deep_channel_H1000_R5000_mud.arr,5000.00,100.00,10.00,2,1.322
185,train\ClassC\ferry\train_ClassC_ferry_id17_seg052.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id17_seg052.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id17_seg052.wav,16000,16000,81,env_068_winter_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.929
186,train\ClassC\ferry\train_ClassC_ferry_id17_seg053.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id17_seg053.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id17_seg053.wav,16000,16000,90,env_074_deep_channel_H50_R500_mud.arr,500.00,49.00,10.00,2,2.984
187,train\ClassC\ferry\train_ClassC_ferry_id32_seg054.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg054.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg054.wav,16000,16000,92,env_076_deep_channel_H50_R2000_mud.arr,2000.00,49.00,10.00,3,2.754
188,train\ClassC\ferry\train_ClassC_ferry_id32_seg055.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg055.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg055.wav,16000,16000,69,env_059_winter_shallow_H200_R2000_sand.arr,2000.00,100.00,10.00,2,2.286
189,train\ClassC\ferry\train_ClassC_ferry_id32_seg056.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg056.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg056.wav,16000,16000,101,env_085_deep_channel_H200_R5000_sand.arr,5000.00,100.00,10.00,1,0.000
190,train\ClassC\ferry\train_ClassC_ferry_id32_seg057.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg057.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg057.wav,16000,16000,88,env_070_winter_shallow_H1000_R5000_mud.arr,5000.00,100.00,10.00,1,0.000
191,train\ClassC\ferry\train_ClassC_ferry_id32_seg058.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg058.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg058.wav,16000,16000,15,env_019_munk_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.915
192,train\ClassC\ferry\train_ClassC_ferry_id32_seg059.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg059.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg059.wav,16000,16000,65,env_049_winter_shallow_H50_R500_sand.arr,500.00,49.00,10.00,2,2.559
193,train\ClassC\ferry\train_ClassC_ferry_id32_seg060.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg060.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg060.wav,16000,16000,6,env_010_munk_H200_R500_mud.arr,500.00,100.00,10.00,2,2.935
194,train\ClassC\ferry\train_ClassC_ferry_id32_seg061.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg061.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg061.wav,16000,16000,34,env_024_munk_H1000_R10000_mud.arr,10000.00,100.00,10.00,1,0.000
195,train\ClassC\ferry\train_ClassC_ferry_id32_seg062.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg062.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg062.wav,16000,16000,108,env_091_deep_channel_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.985
196,train\ClassC\ferry\train_ClassC_ferry_id32_seg063.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg063.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg063.wav,16000,16000,90,env_074_deep_channel_H50_R500_mud.arr,500.00,49.00,10.00,2,2.984
197,train\ClassC\ferry\train_ClassC_ferry_id32_seg064.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg064.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg064.wav,16000,16000,91,env_075_deep_channel_H50_R2000_sand.arr,2000.00,49.00,10.00,3,2.754
198,train\ClassC\ferry\train_ClassC_ferry_id32_seg065.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg065.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg065.wav,16000,16000,93,env_077_deep_channel_H50_R5000_sand.arr,5000.00,49.00,10.00,2,0.775
199,train\ClassC\ferry\train_ClassC_ferry_id32_seg066.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg066.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg066.wav,16000,16000,44,env_042_summer_shallow_H1000_R500_mud.arr,500.00,100.00,10.00,2,2.888
200,train\ClassC\ferry\train_ClassC_ferry_id34_seg067.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg067.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg067.wav,16000,16000,30,env_022_munk_H1000_R5000_mud.arr,5000.00,100.00,10.00,3,2.541
201,train\ClassC\ferry\train_ClassC_ferry_id34_seg068.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg068.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg068.wav,16000,16000,86,env_070_winter_shallow_H1000_R5000_mud.arr,5000.00,100.00,10.00,1,0.000
202,train\ClassC\ferry\train_ClassC_ferry_id34_seg069.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg069.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg069.wav,16000,16000,63,env_048_summer_shallow_H1000_R10000_mud.arr,10000.00,100.00,10.00,1,0.000
203,train\ClassC\ferry\train_ClassC_ferry_id34_seg070.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg070.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg070.wav,16000,16000,114,env_092_deep_channel_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.985
204,train\ClassC\ferry\train_ClassC_ferry_id34_seg071.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg071.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg071.wav,16000,16000,66,env_050_winter_shallow_H50_R500_mud.arr,500.00,49.00,10.00,2,2.559
205,train\ClassC\ferry\train_ClassC_ferry_id34_seg072.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg072.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg072.wav,16000,16000,13,env_019_munk_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,1.347
206,train\ClassC\ferry\train_ClassC_ferry_id34_seg073.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg073.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg073.wav,16000,16000,116,env_093_deep_channel_H1000_R5000_sand.arr,5000.00,100.00,10.00,2,1.593
207,train\ClassC\ferry\train_ClassC_ferry_id36_seg074.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id36_seg074.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id36_seg074.wav,16000,16000,94,env_078_deep_channel_H50_R5000_mud.arr,5000.00,49.00,10.00,2,0.775
208,train\ClassC\ferry\train_ClassC_ferry_id36_seg075.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id36_seg075.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id36_seg075.wav,16000,16000,105,env_091_deep_channel_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,1.575
209,train\ClassC\ferry\train_ClassC_ferry_id36_seg076.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id36_seg076.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id36_seg076.wav,16000,16000,12,env_018_munk_H1000_R500_mud.arr,500.00,100.00,10.00,2,2.938
210,train\ClassC\ferry\train_ClassC_ferry_id36_seg077.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id36_seg077.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id36_seg077.wav,16000,16000,46,env_043_summer_shallow_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.836
211,train\ClassC\ferry\train_ClassC_ferry_id36_seg078.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id36_seg078.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id36_seg078.wav,16000,16000,119,env_093_deep_channel_H1000_R5000_sand.arr,5000.00,100.00,10.00,3,1.627
212,train\ClassC\ferry\train_ClassC_ferry_id38_seg079.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id38_seg079.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id38_seg079.wav,16000,16000,42,env_036_summer_shallow_H200_R2000_mud.arr,2000.00,100.00,10.00,2,1.538
213,train\ClassC\ferry\train_ClassC_ferry_id38_seg080.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id38_seg080.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id38_seg080.wav,16000,16000,124,env_094_deep_channel_H1000_R5000_mud.arr,5000.00,100.00,10.00,3,1.627
214,train\ClassC\ferry\train_ClassC_ferry_id38_seg081.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id38_seg081.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id38_seg081.wav,16000,16000,86,env_070_winter_shallow_H1000_R5000_mud.arr,5000.00,100.00,10.00,1,0.000
215,train\ClassC\ferry\train_ClassC_ferry_id38_seg082.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id38_seg082.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id38_seg082.wav,16000,16000,106,env_091_deep_channel_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.976
216,train\ClassC\ferry\train_ClassC_ferry_id38_seg083.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id38_seg083.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id38_seg083.wav,16000,16000,26,env_021_munk_H1000_R5000_sand.arr,5000.00,100.00,10.00,3,2.541
